x,y,z
5.39001,-1.22355,1.46175
4.3749,-0.831662,0.817985
4.63113,-0.821594,0.981559
4.91015,-0.819033,1.17245
5.22121,-0.836029,1.37788
4.52339,-0.483077,0.937854
4.78545,-0.472795,1.11749
5.07559,-0.479169,1.30558
4.67766,0.780357,1.12338
4.0666,1.00161,0.729662
4.68286,-0.147251,1.07198
4.24205,1.04144,0.846082
4.96204,-0.145848,1.24888
4.51331,1.07538,1.03406
4.17475,0.112646,0.744935
4.38707,0.14203,0.882845
4.6023,0.162615,1.03788
4.20719,1.34907,0.844505
4.85656,0.171636,1.20043
4.32845,0.442264,0.864084
4.03255,1.62944,0.747761
4.18515,1.6689,0.849945
4.76013,0.478259,1.15721
4.28975,0.742768,0.853537
4.44281,2.02726,1.04691
4.03542,2.34491,0.794384
4.16623,2.37701,0.882416
4.28432,2.37999,0.969616
4.05224,2.75642,0.83032
4.16426,2.77724,0.908273
4.31987,2.75675,1.0151
4.04777,3.19577,0.869762
4.15593,3.20849,0.940758
4.29295,3.16413,1.02964
4.10804,3.74399,0.934777
4.26303,3.67239,1.03679
4.16249,4.37419,1.01192
4.25131,4.27459,1.07286
4.32093,4.12249,1.10213
2.82206,3.08101,0.747235
2.45222,3.32223,0.706971
5.09025,14.9842,2.26512
7.36955,36.2859,6.18125
7.16591,29.5888,4.55399
4.70385,17.8837,2.545
5.80294,16.4191,2.9033
3.52344,18.6256,2.51158
5.35873,14.3858,2.49828
1.62945,26.0241,4.37168
5.10775,12.889,2.17782
2.25073,28.6061,4.48408
4.69809,11.1924,1.80673
2.82675,28.7927,4.13016
8.00609,28.9326,5.00802
3.34927,28.7018,3.68048
5.15427,17.4585,2.93138
-0.145753,23.846,4.00776
5.33387,16.7827,2.70105
0.222739,23.9192,3.70585
1.19139,26.2613,3.22229
-0.964952,13.0111,2.20163
-1.07312,17.9703,2.76871
-0.928153,22.0716,3.01801
-0.572885,22.1677,2.61772
-1.44437,10.0966,1.72617
-1.74183,13.4748,2.07525
-1.52205,13.5593,1.82867
-1.74954,17.9589,2.05223
-2.04611,9.59352,1.66522
-2.17597,10.8736,1.68209
-1.95084,10.61,1.41804
-2.45997,14.4577,1.61031
-1.98353,6.95446,1.23243
-2.45913,9.01214,1.40899
-2.55445,9.91346,1.32002
-2.79366,11.4077,1.24888
-2.30129,6.39281,1.16162
-2.2733,6.53184,1.03854
-2.29628,6.8815,0.921862
-3.00213,9.30724,1.00574
-2.5401,5.79686,1.08521
-2.56173,5.99156,0.973075
-2.5098,6.0605,0.819928
-2.94045,7.2754,0.783584
-2.61797,5.02498,0.974139
-2.78307,5.43989,0.908387
-2.94928,5.90248,0.811154
-2.75461,5.61417,0.607972
-2.67022,4.38057,0.884052
-2.8457,4.72937,0.816854
-3.00692,5.08496,0.716732
-3.22775,5.52093,0.605219
-2.72179,3.85739,0.815762
-2.87025,4.10333,0.738854
-2.85145,2.34837,0.64133
-3.04296,4.40085,0.641193
-2.98348,2.43941,0.561108
-3.2458,4.72696,0.529949
-3.12644,2.5402,0.465681
-2.77736,3.42535,0.763523
-2.90204,3.59441,0.678613
-2.85945,2.05097,0.610224
-3.0621,3.82103,0.579781
-2.99231,2.12004,0.533213
-3.26238,4.07921,0.473236
-2.80825,3.02457,0.715213
-2.93974,3.1686,0.633484
-2.9457,1.8121,0.549752
-3.08828,3.33831,0.53333
-2.97196,2.79092,0.595926
-2.8904,1.53725,0.567045
-3.11819,2.92367,0.498162
-3.01288,1.56341,0.490561
-2.94873,1.30267,0.510297
-2.95403,1.07198,0.496037
-2.94841,0.849401,0.4833
-2.89047,0.554106,0.501825
-2.88222,0.256565,0.488858
-2.87544,0.0635548,0.481816
-2.86472,-0.1264,0.476778
-2.75553,-1.70677,0.451122
-2.83531,-1.02765,0.424805
-2.55531,-2.26338,0.415929
-2.44314,-2.55703,0.454332
-2.42712,-2.78592,0.452675
-2.31694,-3.14851,0.500695
-2.37382,-3.44336,0.561215
-2.30838,-3.81555,0.589846
-2.20797,-4.19633,0.628893
-2.17991,-4.334,0.639429
-2.06919,-4.69764,0.684921
-1.94152,-5.071,0.744666
-1.91361,-5.31164,0.759155
-1.7527,-5.73653,0.8397
-2.04057,-5.1264,0.687146
-1.8916,-5.54847,0.758545
-0.983544,-9.44815,1.05798
-1.70842,-6.01012,0.844644
-0.0227672,-10.1368,1.39372
-2.53533,0.999604,0.766068
-1.69044,-6.35801,0.843022
-0.33841,-9.8216,1.0636
-1.45487,-6.89595,0.957335
-1.19819,-7.47845,1.09927
0.701492,-10.596,1.46389
-1.6765,-6.80008,0.826234
1.29652,-11.3941,1.7671
-1.17626,-6.0901,0.787407
0.361235,-10.2645,1.07837
-1.1218,-7.99382,1.10175
-0.788583,-8.68627,1.28744
1.68393,-12.4502,1.73358
-1.40384,-8.04481,0.93643
2.44122,-13.3682,2.11847
1.2629,-12.0155,1.2293
-0.675543,-9.53019,1.30832
1.92411,-12.4543,1.50177
2.71429,-13.2173,1.86251
3.20452,-12.6462,2.05387
8.61172,-15.205,2.81997
2.43592,-13.8092,1.38118
6.00253,-12.2336,1.17584
6.34861,-11.6369,1.46458
3.4656,-12.4855,1.7887
7.16164,-11.875,1.88962
3.91026,-11.9887,2.00332
7.69656,-11.7019,2.26613
3.25613,-13.0372,1.28166
5.31028,-9.11907,0.880885
3.81077,-12.695,1.53478
5.70805,-8.92813,1.15191
4.34299,-12.319,1.80038
6.19947,-8.859,1.46598
4.8715,-12.1167,2.08956
6.6286,-8.75443,1.77812
4.14266,-12.7051,1.23287
4.85264,-7.11761,0.696649
4.60084,-12.1938,1.48649
5.21558,-7.0243,0.934254
5.24447,-12.1731,1.82247
5.60237,-6.9475,1.20224
6.02569,-6.95123,1.48833
4.91204,-12.1032,1.16644
4.49639,-5.67981,0.566693
5.81217,-12.6688,1.56332
4.82901,-5.638,0.779486
6.85532,-13.3384,2.05255
5.18747,-5.6087,1.02064
5.5732,-5.62902,1.27852
4.25227,-4.64671,0.475619
4.54719,-4.61543,0.667146
4.86996,-4.59864,0.887076
5.23504,-4.63435,1.1229
4.34418,-3.83491,0.585839
4.63915,-3.81954,0.786514
4.95729,-3.83687,0.999712
4.17425,-3.19696,0.521195
4.46045,-3.19378,0.709896
4.0442,-2.67355,0.470012
4.30344,-2.66173,0.645373
3.79772,-2.00804,0.540327
4.42635,-2.20569,0.763136
4.06494,-1.81074,0.548977
3.98025,-1.45981,0.512867
3.5137,-1.19743,0.222962
3.89978,-1.1398,0.482091
4.1113,-1.12271,0.624938
3.82148,-0.841748,0.453548
3.96394,-0.543617,0.559102
3.89291,-0.276504,0.530928
3.5007,-0.096113,0.279524
-2.57793,0.551374,0.713551
-2.54574,0.323745,0.722823
3.82584,-0.0227345,0.505456
3.45759,0.145052,0.268458
3.76697,0.223531,0.481638
3.60246,0.941555,0.423534
3.20176,2.18563,0.237671
3.55458,1.18398,0.406886
3.38219,2.24715,0.3538
3.2917,1.35329,0.238903
3.10582,2.47636,0.185172
3.21865,2.52553,0.268784
3.08468,2.84227,0.195711
3.40411,1.66763,0.344618
3.1273,1.83529,0.170038
3.12123,3.13553,0.308443
2.8533,3.28004,0.278679
2.90563,6.13765,0.276884
2.80866,10.5555,0.544055
2.75333,9.84226,0.461858
2.32756,3.60473,0.22796
2.89628,15.0746,0.776148
2.67796,13.0269,0.585204
2.48198,11.1676,0.405796
2.45459,10.293,0.256261
2.68234,22.2946,1.15283
2.4568,18.3993,0.79506
2.40564,16.0603,0.521191
2.29587,13.895,0.265241
1.2617,25.2317,1.32024
1.72577,18.4185,0.255456
-0.524997,26.9052,1.43349
-0.161041,23.5548,0.964264
0.201678,23.5016,0.613109
0.29152,12.5351,0.115068
-1.7862,20.0344,1.09245
-0.968243,20.3082,0.0905126
-1.53919,20.1109,0.81009
-2.91638,18.3045,1.02634
-1.23957,20.1744,0.472325
-2.94503,19.9833,0.794442
-2.64769,20.0004,0.419061
-2.38919,20.0439,0.00208905
-3.48034,15.0743,0.874678
-3.74708,17.0896,0.677675
-3.51864,17.1923,0.322907
-3.54848,18.4687,-0.073472
-3.6948,12.1351,0.730592
-3.49469,11.9205,0.476322
-4.4496,15.9192,0.265767
-4.25705,15.9253,-0.126493
-3.60763,9.47048,0.595791
-4.05742,10.9556,0.442782
-4.56202,12.7734,0.189381
-3.37589,7.31723,0.482787
-3.57646,7.92629,0.326683
-4.38157,9.98422,0.132482
-5.00156,11.6716,-0.180804
-3.55794,6.50645,0.452297
-3.73717,6.95266,0.29481
-3.9753,7.562,0.0903724
-4.4933,8.69965,-0.166192
-3.49091,5.46151,0.402084
-3.80942,6.04178,0.265175
-4.1399,6.68147,0.0716437
-3.49359,4.72618,0.370528
-3.45514,4.72016,0.21694
-4.04185,5.59607,0.0540505
3.6676,-1.90969,0.273322
-2.54554,1.25486,0.776029
-2.56698,0.76318,0.734732
-4.46352,6.23438,-0.165489
-3.76543,4.50458,0.040434
-4.34546,5.22435,-0.158789
-3.65183,3.76175,0.193789
-3.93246,4.08373,-0.140399
-3.61654,3.2429,0.179551
-4.15759,3.72991,-0.14633
-3.40986,2.66543,0.287303
-3.58987,2.79602,0.168618
-3.58172,2.41101,0.159989
-3.78346,2.53225,0.019192
-3.76037,2.14542,0.0177023
-3.31025,0.642655,0.227306
-3.35537,1.39352,0.245664
-3.52172,1.42534,0.140935
-3.26184,-0.0320431,0.214451
-3.24509,-0.250935,0.210442
-3.34926,-1.45214,0.0514953
-3.32218,-1.72885,0.0590315
-3.13173,-1.84496,0.166169
-3.31529,-2.56916,0.0150299
-3.06894,-2.1767,0.196957
-2.90139,-2.36846,0.187991
-2.86103,-2.67913,0.187879
-2.89867,-2.93776,0.147667
-1.92808,-2.32714,0.808141
-2.81839,-3.0228,0.188052
-2.77042,-3.40843,0.187603
-2.78461,-4.09703,0.132092
-2.93843,-4.75135,0.120095
-2.72693,-3.86609,0.189693
-2.87023,-4.4623,0.18031
-2.85265,-4.90135,0.160033
-2.82308,-4.64075,0.202146
-1.78484,-8.67682,0.346031
-2.80051,-5.09168,0.193004
-2.79334,-5.35624,0.179714
-2.75647,-5.60343,0.18454
-1.96736,-8.52392,0.260148
-1.90163,-2.75603,0.924907
-1.21043,-9.04208,0.386855
-1.84505,-2.9802,0.943833
-2.7098,-5.85287,0.208932
-1.7782,-8.61099,0.195405
-2.59395,-6.35497,0.213
-1.40777,-8.86563,0.258648
-2.54321,-7.13038,0.243724
-1.02972,-9.34908,0.340814
-0.645982,-10.0922,0.460135
-2.56629,-6.72165,0.227166
-1.27783,-9.42729,0.182235
-2.4803,-7.52979,0.25745
-0.87995,-9.9025,0.275495
-2.31392,-8.27816,0.305937
-2.56731,-7.23276,0.217247
-2.43962,-8.01151,0.255641
-0.744984,-11.3533,0.180306
-0.259793,-13.2443,0.349774
0.38422,-13.696,0.523934
0.848802,-11.5247,0.595303
0.0493335,-13.3325,0.168986
0.567444,-11.4114,0.289857
1.12965,-11.6237,0.458368
1.71599,-12.0186,0.65956
0.827197,-11.3209,0.109209
2.03314,-12.1216,0.490948
3.34929,-15.7083,0.911144
1.68867,-11.7476,0.0778493
2.32654,-12.2161,0.284054
3.77202,-15.7972,0.658258
3.67833,-12.8777,0.791881
2.64587,-12.2636,0.041994
3.38126,-12.8411,0.284893
3.99337,-12.7563,0.549404
4.58952,-12.7175,0.827829
3.74276,-12.8927,0.00189575
4.27329,-12.6015,0.266042
4.8903,-12.5315,0.556698
5.13371,-11.6906,0.806992
4.16388,-11.3197,-0.0343506
4.49027,-10.7362,0.21672
4.83035,-10.2475,0.472668
5.15527,-9.86006,0.721297
3.86289,-8.57805,-0.0540405
4.16987,-8.29099,0.160245
4.49106,-8.04174,0.385954
3.6481,-6.77771,-0.0664054
3.93437,-6.62903,0.121813
4.22959,-6.49016,0.325186
4.52307,-6.38431,0.528806
3.7614,-5.43753,0.0947085
4.03418,-5.34999,0.279301
3.60918,-2.75486,0.179022
3.89584,-4.4923,0.24618
3.3465,-2.37408,0.0266949
4.14602,-4.44702,0.420917
3.54914,-2.34546,0.163168
3.77971,-3.79939,0.219581
3.68351,-3.23031,0.197152
3.42797,-1.64863,0.136455
3.50652,-1.04633,0.2332
3.14413,-0.865972,-0.00731281
3.11034,-0.627297,-0.0135353
-3.92779,1.43634,-0.128089
-3.6093,0.552338,0.0101159
-3.55406,0.0448114,0.0135963
-2.58392,2.28948,0.816344
2.86464,1.8317,-0.00516261
-2.57879,1.46756,0.772698
2.84516,2.40771,0.0202077
2.70068,3.01264,-0.0411334
2.65656,3.38457,-0.0468268
-2.51155,-0.0786158,0.718078
2.38209,4.79681,-0.147649
2.18769,5.60299,-0.206257
2.22416,5.45634,-0.192348
2.02417,6.69248,-0.255712
1.27171,11.1336,-0.616037
0.149984,12.1954,-0.370964
2.07571,6.20882,-0.253636
0.238166,11.1306,-0.422251
0.350651,10.6067,-0.503398
1.85607,7.85303,-0.290673
0.465491,10.6435,-0.638726
-2.60977,-0.337207,0.628869
1.87586,7.24083,-0.330906
-0.556081,11.4657,-0.439993
1.65183,10.7281,-0.365727
-0.297682,9.39073,-0.53938
1.5507,9.49343,-0.353294
1.59764,9.1275,-0.386165
-2.89988,22.5161,-0.617105
-2.58225,-0.523645,0.633144
-2.69491,22.5446,-0.882605
-2.44155,22.582,-1.20479
-1.91067,19.4745,-1.36532
1.16808,11.9502,-0.49305
-3.68094,18.3854,-0.474261
-3.51696,18.4017,-0.731012
-3.32613,18.4957,-1.04013
-3.23259,18.9935,-1.43004
-2.46437,-0.787932,0.686368
-4.47853,16.9221,-0.684417
-2.402,-0.802958,0.725133
-4.28479,16.9011,-1.00366
-4.12788,16.8985,-1.36334
-5.00077,14.6699,-0.606603
-5.96508,18.0642,-1.13641
-5.80466,18.0662,-1.5641
-5.16749,12.0402,-0.257252
-2.30874,-1.2034,0.714338
-5.78113,13.7345,-0.582642
-5.62021,13.6952,-0.911026
-4.53893,8.83814,-0.176365
-2.08185,-1.88348,0.752275
-5.35941,10.6033,-0.461903
-5.60179,11.3041,-0.797973
-1.9344,-2.14594,0.816225
-1.90688,-2.48658,0.816103
-6.23641,12.7834,-1.27117
3.62223,-4.55621,0.0640237
-4.70041,7.88282,-0.353936
-6.03552,10.4019,-1.11289
-4.75116,6.83671,-0.318524
-5.24765,7.64508,-0.612333
-5.93424,8.7154,-1.00455
3.20952,2.9034,0.287581
-4.6015,5.72606,-0.278089
-5.0468,6.338,-0.544046
-5.58226,7.0478,-0.878425
-4.84862,5.27481,-0.4876
-5.32205,5.80132,-0.786141
3.53962,-3.875,0.0578646
-4.6919,4.42724,-0.444081
-5.09349,4.80248,-0.711946
-3.93039,3.21454,-0.0382189
-4.60805,2.30802,-0.543969
-4.21175,3.4394,-0.199045
-3.1796,1.63213,0.37594
-4.98457,4.05863,-0.662571
-4.22806,1.78733,-0.322142
-3.73636,1.3451,-0.00603777
-4.43713,3.12754,-0.379444
-4.44356,3.10916,-0.564349
2.45038,3.6401,-0.122796
-4.06909,2.47166,-0.168744
-3.68129,1.04952,-0.00341316
3.14406,-1.20142,-0.027044
-4.02409,0.461219,-0.274731
-3.79139,0.50126,-0.107006
2.06892,3.55989,0.672995
-3.55163,-0.21521,0.00309882
2.91702,0.992623,-0.0295438
-2.80641,-1.41669,0.414088
3.22389,-3.39824,-0.117754
-4.04556,-1.11131,-0.386292
-2.73002,-1.91427,0.36717
-2.60391,-1.80537,0.422602
-3.82477,-1.24175,-0.242665
-3.38194,-2.32817,-0.0206404
-2.5137,-2.08206,0.459384
-2.58807,1.71559,0.759613
-2.45584,-2.33427,0.474553
-3.58938,-3.52385,-0.340865
-3.18198,-2.89888,-0.0361323
3.65345,-0.34176,0.372197
-3.40681,-3.58581,-0.233053
-3.89872,-2.44104,-0.364784
-2.35404,-2.77594,0.500953
-3.47142,-4.55502,-0.341814
-3.12809,-3.74665,-0.0598417
-3.30857,-4.64521,-0.245974
-3.57216,-5.45685,-0.362334
-3.19533,-4.78182,-0.159191
-2.55335,0.112348,0.704144
-3.24803,-5.18977,-0.102782
-3.04818,-5.87852,-0.258535
-2.92856,-6.05421,-0.189456
-2.95469,-6.82401,-0.275348
2.26081,3.85814,-0.157036
-2.32955,-3.60564,0.585225
2.31121,4.87998,-0.184218
-3.01506,-7.676,-0.295148
-2.50568,-7.97947,-0.282846
3.44454,0.755813,0.306408
-2.05776,-9.1506,-0.301129
-1.90526,-9.44609,-0.301988
-1.69299,-9.65661,-0.294062
-1.49261,-9.76888,-0.310825
3.39346,1.161,0.302377
-1.08644,-12.5179,-0.331109
-1.04963,-10.0054,-0.308041
-0.6529,-10.8657,-0.301276
2.06635,-11.8113,-0.402699
3.44049,1.44312,0.353178
2.68474,-12.1672,-0.26674
3.35272,-12.6457,-0.0995865
3.39071,1.89295,0.344638
-0.392734,-11.2934,-0.353562
2.41408,-11.8942,-0.575725
0.123878,-13.1799,-0.343959
3.05602,-12.333,-0.43904
-2.49472,-0.327386,0.710013
0.709406,-13.5114,-0.250423
3.76986,-12.7931,-0.269685
-0.0971293,-11.452,-0.440428
4.23295,-12.4455,-0.0576718
0.45543,-13.3353,-0.428609
3.3189,-11.9775,-0.627689
3.55271,-11.0004,-0.410633
3.99499,-9.54771,-0.0122988
1.18041,-11.327,-0.374064
3.20215,-9.03639,-0.512682
3.42541,-8.52668,-0.334522
3.86837,-7.71533,0.0151834
2.09025,3.7738,0.152772
3.10667,-7.12447,-0.438481
3.744,-6.35002,0.0328875
3.04653,-5.82751,-0.389819
3.24528,-5.64624,-0.249607
3.65906,-5.33851,0.0443041
3.00785,-4.87852,-0.35562
-3.41323,-0.738136,0.0628361
3.2052,-4.77235,-0.226912
2.9767,-4.14456,-0.330896
3.15924,-4.06053,-0.209146
3.47367,-5.55435,-0.0994713
2.38298,4.26717,-0.168739
3.92299,-3.17743,0.354616
2.03645,6.45942,-0.258152
3.80221,-2.74778,0.306565
3.13712,-2.07404,-0.0831998
-3.22975,-0.950045,0.173962
-3.20062,-1.18317,0.177062
2.94201,-3.53688,-0.311996
-4.50224,3.60824,-0.400474
3.49422,-3.37082,0.0608309
2.75616,3.14364,0.719811
-1.68879,-3.429,1.02003
-4.1534,1.38967,-0.292705
3.44007,-2.90018,0.0622371
-2.97959,-0.114692,0.397359
3.06062,-2.57825,-0.177668
-4.09481,1.05567,-0.279523
3.22645,-2.53038,-0.057808
-4.36364,1.07074,-0.459049
-3.19324,-2.03617,0.110647
2.86204,-2.23819,-0.274398
-3.17698,-2.35233,0.119174
3.24493,-1.44051,0.0262154
-3.87895,-0.115112,-0.241153
3.39031,-0.330201,0.194655
-2.97913,-2.54473,0.121817
2.82582,-1.62137,-0.260852
-2.96897,-0.807157,0.358889
3.35419,-0.0931965,0.187128
-2.79711,-3.63773,0.154538
3.08544,-1.03539,-0.0529853
-3.89327,-0.391055,-0.238829
-4.0836,-0.799717,-0.390982
-2.70194,-6.21481,0.179242
-4.01481,-1.41013,-0.380987
-2.07572,-1.44556,0.712419
-3.9858,-1.7314,-0.378692
-2.33582,-8.07235,-0.29865
-3.94524,-2.06258,-0.376257
2.57918,0.906823,-0.263484
-3.20236,0.310769,0.276634
2.74071,1.62602,-0.103116
2.95039,1.62374,0.0375075
2.64655,2.55324,-0.105569
2.31191,2.5767,-0.326064
-4.08747,2.76489,-0.166439
-3.71706,-2.14041,-0.229072
2.18372,3.27465,-0.361381
-3.85567,-3.22675,-0.381649
2.60119,2.19055,-0.153622
2.30814,3.42601,-0.268968
3.10055,2.07666,0.163318
-3.45216,-2.09704,-0.0530344
3.13653,1.65383,0.158152
-3.69291,-2.48575,-0.231713
-3.59814,-3.23618,-0.239304
2.45264,2.37602,-0.244838
2.10619,3.701,-0.385604
2.57516,3.36378,-0.100427
2.30858,3.39773,0.725489
2.2552,3.88968,-0.26675
-3.57955,-3.98838,-0.372952
2.08685,4.31103,-0.360892
2.22751,4.47352,-0.264594
-3.38316,-4.03185,-0.246332
1.9045,4.8383,-0.454118
1.9745,4.94505,-0.404295
2.065,5.02955,-0.334686
-3.17975,-5.76966,-0.324636
1.74718,5.57803,-0.500809
-3.56309,0.342371,0.0263956
1.80345,5.64368,-0.452819
2.50883,3.47437,0.281412
1.89319,5.70261,-0.394052
-3.093,-6.67973,-0.34691
1.64219,6.61837,-0.50297
2.99484,-0.334346,-0.0659239
2.32136,3.64331,0.143372
1.90758,3.69586,0.566351
1.82512,7.5346,-0.335334
2.96852,-0.124155,-0.0680706
-4.09451,0.117454,-0.351828
-2.73333,-7.8501,-0.291356
-3.42206,-0.516903,0.0698072
1.63669,6.58518,-0.515552
2.94379,0.0811405,-0.070706
-1.26211,-9.87985,-0.353585
1.46509,-11.3937,-0.526742
3.19114,0.554637,0.120682
-3.43848,-1.6839,-0.0144982
-5.13073,14.817,-0.182512
1.29212,7.91119,-0.654703
-3.63088,-0.566955,-0.0725017
1.36575,7.83248,-0.597692
3.33478,-6.92664,-0.284859
1.43795,7.69856,-0.574357
0.97376,10.6161,-0.848283
1.02503,10.3667,-0.804383
3.39871,-4.69847,-0.0885832
1.08845,10.1063,-0.773338
1.13236,9.80153,-0.774157
0.214122,10.1738,-0.785571
2.72233,2.3383,-0.0677473
-4.50348,7.40563,-0.119099
0.288781,10.2383,-0.790429
3.36195,-4.03811,-0.0699878
0.387952,10.4077,-0.818763
0.478025,10.6369,-0.887522
2.56621,2.53867,-0.153619
-0.440308,8.9915,-0.671647
-0.342506,9.16679,-0.724012
-0.234335,9.33186,-0.822247
-2.16405,19.1174,-1.48341
-5.97554,13.3196,-0.892771
-3.83188,20.7245,-1.61998
-5.82063,10.8825,-0.720746
3.4458,-4.62016,-0.0582637
-3.06487,18.1581,-1.79621
-3.21083,-5.80751,-0.153975
-4.31515,16.7083,-1.31865
-5.07166,8.08721,-0.531672
-4.17187,16.7161,-1.51168
-5.40491,8.69885,-0.756545
-3.27505,2.97111,0.388621
3.38303,-3.93058,-0.0540428
-5.91651,9.63187,-1.07454
-2.4801,3.41365,0.951563
-3.20032,3.59852,0.426166
3.43204,-2.80504,0.0575472
-4.92513,6.76864,-0.443592
2.90813,-2.96341,-0.301452
-5.29509,7.32412,-0.660364
-5.80184,8.09828,-0.959355
3.47827,-3.26526,0.0571177
-3.00084,-3.2022,0.0468984
-2.58041,2.08564,0.80772
-4.69143,5.59553,-0.366848
-5.24388,4.08108,-0.872437
2.88294,-2.54651,-0.289224
-5.0891,6.0939,-0.573453
-5.37572,8.97781,-0.736701
3.29579,-2.09057,0.0151073
-3.61982,4.33671,0.112951
2.74202,1.84436,-0.0898112
-4.29769,2.86994,-0.686795
-4.78079,4.97528,-0.491572
-3.21569,1.84665,0.363022
3.70645,-2.31189,0.272125
-4.76123,4.96913,-0.87336
-4.61942,2.65894,-0.534592
-3.92351,4.10341,0.0348825
-4.96084,2.81251,-0.765754
3.68774,-2.0554,0.325921
2.83708,-1.86371,-0.271281
2.98274,-1.82727,-0.177544
-5.01095,4.53888,-0.669344
3.11421,-1.65536,-0.0772105
-5.4474,4.9136,-0.948441
-4.5378,2.19764,-0.506215
-3.84293,3.49486,0.0395495
-4.9071,2.32707,-0.734412
-4.70356,2.74457,-0.582256
2.80332,-1.4394,-0.262731
-4.31044,2.13824,-0.348409
-4.29063,2.52841,-0.317406
-3.78795,2.98968,0.0439494
3.79917,-1.47099,0.386671
2.53168,1.19682,-0.274331
3.55398,-1.42808,0.231753
-4.7925,1.85801,-0.698782
-3.18726,1.01113,0.334051
3.67974,-1.20931,0.32727
-4.39028,1.39787,-0.460335
-3.95521,0.152782,-0.236076
-4.52909,1.81496,-0.5162
3.41025,-1.00533,0.165719
-4.70917,1.43972,-0.670669
3.75123,-0.598876,0.421625
-3.16506,0.760974,0.328455
3.56985,-0.52713,0.306397
-4.45506,0.0166543,-0.596542
4.94893,-2.51493,1.08012
2.75242,2.06223,-0.0683222
-3.88796,1.94099,-0.0798237
-3.60789,2.12049,0.121131
-3.00767,0.554529,0.425588
-4.631,1.05138,-0.646782
3.61227,-0.790358,0.314691
-4.40722,-0.305946,-0.585268
-4.07839,0.730703,-0.29038
-4.49317,1.43338,-0.513328
-4.27618,0.36427,-0.501507
-4.3626,0.713847,-0.480201
-4.28139,0.713799,-0.428439
2.2634,2.96259,-0.325881
-4.57698,0.69386,-0.628248
-3.62128,1.64793,0.0886921
-2.5924,-0.118022,0.6576
-4.23958,0.398157,-0.417246
-3.63823,1.49261,0.0624256
3.21607,-0.763322,0.0518534
-3.8269,-0.934204,-0.218662
-3.01421,0.115737,0.39095
-3.86236,0.749462,-0.137386
-4.04791,-1.08949,-0.384188
3.19046,-0.535285,0.049021
-3.15132,0.0428937,0.290454
-4.29464,-1.27403,-0.56671
-3.79329,-1.21096,-0.21679
2.75898,-0.840325,-0.254929
-4.113,-0.195993,-0.373698
-4.26867,-1.61283,-0.565525
2.7855,-1.18722,-0.25933
-3.76961,-1.49878,-0.216927
-3.50894,1.18421,0.128031
-2.67869,-0.128862,0.598485
-3.65987,1.20468,0.027444
2.73815,-0.623464,-0.253393
-4.07533,-0.489681,-0.36635
-4.23963,-1.96461,-0.565255
3.00008,-1.41497,-0.134573
3.33259,0.140924,0.187914
-3.89861,-0.695154,-0.256603
-3.45496,0.785515,0.133855
4.27467,-0.5503,0.763638
-3.60327,0.780013,0.0334282
2.70922,-0.316672,-0.25253
3.47071,0.324635,0.287261
3.61328,0.387979,0.397269
2.57802,2.95679,-0.122597
-3.43154,0.537157,0.136478
4.30848,-0.177679,0.814903
3.69079,0.530078,0.452001
2.68953,-0.120314,-0.252847
4.53096,-0.102679,0.965517
3.06116,0.335485,0.0209756
3.4384,0.562367,0.285123
2.63329,0.355349,-0.256411
-3.40417,0.296344,0.139599
-3.7028,0.339435,-0.0666184
-3.63779,-1.02422,-0.105576
-3.12668,-0.182722,0.293146
2.45781,3.21102,-0.185793
4.06993,1.23508,0.743773
3.6615,0.773734,0.447303
-3.45852,0.16057,0.0950314
-3.22432,-0.678701,0.193181
2.61416,0.546691,-0.260183
4.53713,0.812859,1.03131
4.10694,0.783307,0.734861
4.35526,1.34903,0.947232
-3.88407,-0.996746,-0.270253
4.4572,1.40352,1.07424
4.14213,0.345457,0.730356
-2.95734,-0.345019,0.393876
3.46262,0.945493,0.334008
-3.48585,-0.974929,-0.00485398
-3.37944,-0.967994,0.0671479
4.56264,0.510562,1.0307
-3.43119,-0.08654,0.0950419
4.31834,1.66956,1.00545
3.24071,-1.63676,0.0143298
-2.97679,-0.576338,0.36685
2.78054,0.580848,-0.149174
-3.62973,-1.3924,-0.121335
4.06328,1.88913,0.782882
2.93833,0.258011,-0.0619414
-3.83943,-1.4359,-0.2662
-3.34657,-1.21826,0.0733194
2.58702,0.737962,-0.263533
-3.40263,-0.322339,0.09961
4.33785,2.01563,0.980603
2.79258,0.351122,-0.154461
-3.45602,-1.43228,-0.0145381
4.14144,2.08722,0.847718
-2.83046,-0.698545,0.458973
3.20334,-3.00575,-0.108884
3.19014,0.792872,0.134828
2.91687,0.524131,-0.0622988
-3.25014,-0.458727,0.190853
-2.82092,-1.20717,0.416078
-3.78498,-1.89755,-0.263891
-2.77266,-0.987996,0.465202
-2.4486,-1.01661,0.692104
4.40708,2.3825,1.04663
3.23936,1.63108,0.230565
2.7729,0.791134,-0.137338
3.0278,0.730695,0.0243219
-2.95608,-1.02292,0.351748
3.25017,2.23853,0.27424
-2.35126,-1.00325,0.736587
-2.71582,-1.28698,0.474941
2.93844,1.15843,-0.00677098
-2.5408,-1.65163,0.477547
-2.94704,-1.62669,0.303981
-2.48474,-1.22789,0.664272
-3.15876,-1.62323,0.166125
-3.70077,-2.97805,-0.268172
-3.44812,-2.68193,-0.077628
-3.39308,-1.94932,-0.00718496
3.22229,1.91543,0.2353
